id,,Informasi umum,Nama entitas,Penjelasan perubahan nama dari akhir periode laporan sebelumnya,Kode entitas,Nomor identifikasi entitas,Industri utama entitas,Sektor,Subsektor,Informasi pemegang saham pengendali,Jenis entitas,Jenis efek yang dicatatkan,Jenis papan perdagangan tempat entitas tercatat,Apakah merupakan laporan keuangan satu entitas atau suatu kelompok entitas,Periode penyampaian laporan keuangan,Tanggal awal periode berjalan,Tanggal akhir periode berjalan,Tanggal akhir tahun sebelumnya,Tanggal awal periode sebelumnya,Tanggal akhir periode sebelumnya,Mata uang pelaporan,Kurs konversi pada tanggal pelaporan jika mata uang penyajian selain rupiah,Pembulatan yang digunakan dalam penyajian jumlah dalam laporan keuangan,Jenis laporan atas laporan keuangan,Jenis opini auditor,"Hal yang diungkapkan dalam paragraf pendapat untuk penekanan atas suatu masalah atau paragraf penjelasan lainnya, jika ada",Hasil penugasan review,Tanggal laporan audit atau hasil laporan review,Auditor tahun berjalan,Nama partner audit tahun berjalan,Lama tahun penugasan partner yang menandatangani,Auditor tahun sebelumnya,Nama partner audit tahun sebelumnya,Kepatuhan terhadap pemenuhan peraturan BAPEPAM LK VIII G 11 tentang tanggung jawab direksi atas laporan keuangan,Kepatuhan terhadap pemenuhan peraturan BAPEPAM LK VIII A dua tentang independensi akuntan yang memberikan jasa audit di pasar modal
2018AuditAPOLFinancialStatement2018TahunanAPOLxlsx.xlsx,31 December 2018,,Arpeni Pratama Ocean Line Tbk,,APOL,AA454,Umum / General,"7. Infrastructure, Utilities And Transportation",74. Transportation,National Corporation,Local Company - Indonesia Jurisdiction,Saham dan Obligasi / Stock and Bond,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Dengan Pengecualian / Qualified,,,"March 29, 2019","Kosasih, Nurdiyaman, Tjahjo & Rekan","Benny Jayawardaya, M.Ak, CPA",,"Kosasih, Nurdiyaman, Mulyadi, Tjahjo & Rekan","Benny Jayawardaya, M.Ak, CPA",Ya / Yes,Ya / Yes
2018AuditARGOFinancialStatement2018TahunanARGOxlsx.xlsx,31 December 2018,,Argo Pantes Tbk,,ARGO,AA129,Umum / General,4. Miscellaneous Industry,"43. Textile, Garment",National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas tunggal / Single entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Dollar Amerika / USD,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"May 9, 2019",Anwar & Rekan,Christiadi Tjahnadi,,Anwar & Rekan,"Anwar, CPA",Ya / Yes,Ya / Yes
2018AuditARIIFinancialStatement2018TahunanARIIxlsx.xlsx,31 December 2018,,Atlas Resources Tbk,,ARII,AA595,Umum / General,2. Mining,21. Coal Mining,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Dollar Amerika / USD,14481.0,Ribuan / In Thousand,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,Kelangsungan usaha,,"March 28, 2019",Mirawati Sensi Idris,Leo Susanto,3,Mirawati Sensi Idris,Leo Susanto,Ya / Yes,Ya / Yes
2018AuditARMYFinancialStatement2018TahunanARMYxlsx.xlsx,31 December 2018,,PT Armidian Karyatama Tbk,,ARMY,AA768,Umum / General,"6. Property, Real Estate And Building Construction",61. Property And Real Estate,Individual WNI,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas tunggal / Single entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,14481.0,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 28, 2019",Mirawati Sensi Idris,Ahmad Syakir,,"Purwantono, Suherman & Surja",Sherly Jokom,Ya / Yes,Ya / Yes
2018AuditARNAFinancialStatement2018TahunanARNAxlsx.xlsx,31 December 2018,,Arwana Citramulia Tbk,,ARNA,AA362,Umum / General,3. Basic Industry And Chemicals,"32. Ceramics, Glass, Porcelain",National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"February 01, 2019","Purwantono, Sungkoro & Surja",Feniwati Chendana,,"Purwantono,Sungkoro,& Surja",Feniwati Chendana,Ya / Yes,Ya / Yes
2018AuditARTAFinancialStatement2018TahunanARTAxlsx.xlsx,31 December 2018,,Arthavest Tbk,,ARTA,AA401,Umum / General,"9. Trade, Services & Investment","94. Tourism, Restaurant And  Hotel",Individual WNI,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,14481.0,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"April 25, 2019","Teramihardja, Pradhono & Chandra","Drs Nursal Ak,CA,CPA",1,"Teramihardja, Pradhono & Chandra","Pradhono SE,Ak,CPA",Ya / Yes,Ya / Yes
2018AuditARTOFinancialStatement2018TahunanARTOxlsx.xlsx,31 December 2018,,PT Bank Artos Indonesia Tbk,,ARTO,AA723,Keuangan dan Syariah / Financial and Sharia,8. Finance,81. Bank,Individual WNI,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas tunggal / Single entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 27, 2018",Tanubrata Sutanto Fahmi Bambang dan Rekan,"Suhartono, MPA, Ak. CPA, CA",,"Kanaka Puradiredja, Suhartono","Suhartono, MPA, Ak. CPA, CA",Ya / Yes,Ya / Yes
2018AuditASBIFinancialStatement2018TahunanASBIxlsx.xlsx,31 December 2018,,Asuransi Bintang Tbk,,ASBI,AA055,Asuransi / Insurance,8. Finance,84. Insurance,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Ribuan / In Thousand,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 20, 2019",Mirawati Sensi Idris,Jacinta Mirawati,3,Mirawati Sensi Idris,Jacinta Mirawati,Ya / Yes,Ya / Yes
2018AuditASDMFinancialStatement2018TahunanASDMxlsx.xlsx,31 December 2018,,Asuransi Dayin Mitra Tbk,,ASDM,AA059,Asuransi / Insurance,8. Finance,84. Insurance,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas tunggal / Single entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Ribuan / In Thousand,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 26, 2019","Purwantono, Sungkoro dan Surja",Hermawan Setiadi,,"Purwantono, Sungkoro dan Surja",Yasir,Ya / Yes,Ya / Yes
2018AuditASGRFinancialStatement2018TahunanASGRxlsx.xlsx,31 December 2018,,Astra Graphia Tbk,,ASGR,AA052,Umum / General,"9. Trade, Services & Investment",97. Computer And Services,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Jutaan / In Million,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"February 20, 2019","Tanudiredja, Wibisana & Rekan","Ade Setiawan Elimin, CPA",,"Tanudiredja, Wibisana & Rekan","Ade Setiawan Elimin, CPA",Ya / Yes,Ya / Yes
2018AuditASIIFinancialStatement2018TahunanASIIxlsx.xlsx,31 December 2018,,Astra International Tbk,,ASII,AA075,Umum / General,4. Miscellaneous Industry,42. Automotive And Components,Foreign Corporation,Foreign Company,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Miliaran / In Billion,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"February 27, 2019","Tanudiredja, Wibisana & Rekan","Irhoan Tanudiredja, CPA",2,"Tanudiredja, Wibisana & Rekan","Irhoan Tanudiredja, CPA",Ya / Yes,Ya / Yes
2018AuditASJTFinancialStatement2018TahunanASJTxlsx.xlsx,31 December 2018,,Asuransi Jasa Tania Tbk,,ASJT,AA432,Asuransi / Insurance,8. Finance,84. Insurance,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas tunggal / Single entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 15, 2019",Tanubrata Sutanto Fahmi dan Rekan,"E. Wisnu Susilo Broto, SE, Ak, CPA",2,Tanubrata Sutanto Fahmi dan Rekan,"Frendy Susanto SE, Ak, CPA, CA",Ya / Yes,
2018AuditASMIFinancialStatement2018TahunanASMIxlsx.xlsx,31 December 2018,,PT Asuransi Kresna Mitra Tbk.,,ASMI,AA672,Asuransi / Insurance,8. Finance,84. Insurance,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas tunggal / Single entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 22, 2019",Mirawati Sensi Idris,Ahmad Syakir,,Mirawati Sensi Idris,Ahmad Syakir,Ya / Yes,Ya / Yes
2018AuditASRIFinancialStatement2018TahunanASRIxlsx.xlsx,31 December 2018,,ALAM SUTERA REALTY Tbk,,ASRI,AA498,Properti / Property,"6. Property, Real Estate And Building Construction",61. Property And Real Estate,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Ribuan / In Thousand,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 25, 2019","Paul Hadiwinata, Hidajat, Arsono, Retno, Palilingan & Rekan",Denny Prima Pratama,,"Paul Hadiwinata, Hidajat, Arsono, Retno, Palilingan & Rekan",Hidajat Rahardjo,Ya / Yes,Ya / Yes
2018AuditASRMFinancialStatement2018TahunanASRMxlsx.xlsx,31 December 2018,,Asuransi Ramayana Tbk,,ASRM,AA069,Asuransi / Insurance,8. Finance,84. Insurance,Individual WNI,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 27, 2019",Mirawati Sensi Idris,Ahmad Syakir,2,Mirawati Sensi Idris,Ahmad Syakir,Ya / Yes,Ya / Yes
2018AuditASSAFinancialStatement2018TahunanASSAxlsx.xlsx,31 December 2018,,Adi Sarana Armada Tbk,,ASSA,AA628,Infrastruktur / Infrastructure,"7. Infrastructure, Utilities And Transportation",74. Transportation,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas tunggal / Single entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 29, 2019","Purwantono, Suherman & Surja",Hermawan Setiadi,,"Purwantono, Suherman & Surja",Hermawan Setiadi,Ya / Yes,Ya / Yes
2018AuditATICFinancialStatement2018TahunanATICxlsx.xlsx,31 December 2018,,PT Anabatic Technologies Tbk,,ATIC,AA711,Umum / General,"9. Trade, Services & Investment",97. Computer And Services,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 27, 2019","Kosasih, Nurdiyaman, Tjahjo & Rekan","Meilyn Soetiono, SE., Ak., CPA",,"Kosasih, Nurdiyaman, Tjahjo & Rekan","Meilyn Soetiono, SE., Ak., CPA",Ya / Yes,Ya / Yes
2018AuditATPKFinancialStatement2018TahunanATPKxlsx.xlsx,31 December 2018,,Bara Jaya Internasional Tbk,,ATPK,AA386,Umum / General,2. Mining,21. Coal Mining,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Ribuan / In Thousand,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 26, 2019",Richard Risambessy & Rekan,"Drs. Salmon Sihombing. MM., Ak., CA., CPA., CPI., CLI",,Richard Risambessy & Rekan,Richard Risambessy & Rekan,Ya / Yes,Ya / Yes
2018AuditAUTOFinancialStatement2018TahunanAUTOxlsx.xlsx,31 December 2018,,Astra Otoparts Tbk,,AUTO,AA307,Umum / General,4. Miscellaneous Industry,42. Automotive And Components,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Jutaan / In Million,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"February 20, 2019","Tanudiredja, Wibisana, Rintis & Rekan",Lok Budianto,,"Tanudiredja, Wibisana & Rekan",Lok Budianto,Ya / Yes,Ya / Yes
2018AuditBABPFinancialStatement2018TahunanBABPxlsx.xlsx,31 December 2018,,PT Bank MNC Internasional Tbk.,,BABP,AA395,Keuangan dan Syariah / Financial and Sharia,8. Finance,81. Bank,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas tunggal / Single entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Jutaan / In Million,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 01, 2019","Kanaka Puradiredja, Suhartono","Florus Daeli, MM, CPA",,Satrio Bing Eny & Rekan,Riniek Winarsih,Ya / Yes,Ya / Yes
2018AuditBACAFinancialStatement2018TahunanBACAxlsx.xlsx,31 December 2018,,PT Bank Capital Indonesia Tbk,,BACA,AA489,Keuangan dan Syariah / Financial and Sharia,8. Finance,81. Bank,Individual WNI,Local Company - Indonesia Jurisdiction,Saham dan Obligasi / Stock and Bond,Pengembangan / Development,Entitas tunggal / Single entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Jutaan / In Million,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 26, 2019",Tanubrata Sutanto Fahmi dan Rekan,Wisnu Susilo Broto,,Tanubrata Sutanto Fahmi Bambang dan Rekan,Frendy Susanto,Ya / Yes,Ya / Yes
2018AuditBAJAFinancialStatement2018TahunanBAJAxlsx.xlsx,31 December 2018,,Saranacentral Bajatama Tbk,,BAJA,AA602,Umum / General,3. Basic Industry And Chemicals,33. Metal And Allied Products,Individual WNI,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas tunggal / Single entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 25, 2019",Mirawati Sensi Idris,Santo,2,Mirawati Sensi Idris,Santo,Ya / Yes,Ya / Yes
2018AuditBALIFinancialStatement2018TahunanBALIxlsx.xlsx,31 December 2018,,PT Bali Towerindo Sentra Tbk.,,BALI,AA678,Infrastruktur / Infrastructure,"7. Infrastructure, Utilities And Transportation",75. Non Building Construction,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"February 20, 2019","Aryanto, Amir Jusuf, Mawar & Saptoto",Tjun Tjun,3,"Aryanto, Amir Jusuf, Mawar & Saptoto",Tjun Tjun,Ya / Yes,Ya / Yes
2018AuditBAPAFinancialStatement2018TahunanBAPAxlsx.xlsx,31 December 2018,,Bekasi Asri Pemula Tbk,,BAPA,AA506,Properti / Property,"6. Property, Real Estate And Building Construction",61. Property And Real Estate,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,WTP,"March 28, 2019",Heliantono & Rekan,"Drs. Akhyadi Wadisono, Ak., CA, CPA",2 tahun,Heliantono & Rekan,"Drs. Akhyadi Wadisono, Ak., CA, CPA",Ya / Yes,Ya / Yes
2018AuditBATAFinancialStatement2018TahunanBATAxlsx.xlsx,31 December 2018,,Sepatu Bata Tbk,,BATA,AA010,Umum / General,4. Miscellaneous Industry,44. Footwear,Foreign Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas tunggal / Single entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Ribuan / In Thousand,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 30, 2019","Purwantono, Sungkoro & Surja",Muhammad Kurniawan,,"Purwantono, Suherman & Surja",Muhammad Kurniawan,Ya / Yes,Ya / Yes
2018AuditBAYUFinancialStatement2018TahunanBAYUxlsx.xlsx,31 December 2018,,Bayu Buana Tbk,,BAYU,AA044,Umum / General,"9. Trade, Services & Investment","94. Tourism, Restaurant And  Hotel",No Controlling Shareholder,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 26, 2019","Amir Abadi Jusuf, Aryanto, Mawar & Rekan",Riki Afrianof,,"Amir Abadi Jusuf, Aryanto, Mawar & Rekan",Riki Afrianof,Ya / Yes,Ya / Yes
2018AuditBBCAFinancialStatement2018TahunanBBCAxlsx.xlsx,31 December 2018,,PT Bank Central Asia Tbk.,,BBCA,AA331,Keuangan dan Syariah / Financial and Sharia,8. Finance,81. Bank,National Corporation,Local Company - Indonesia Jurisdiction,Saham dan Obligasi / Stock and Bond,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,14380.0,Jutaan / In Million,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"February 11, 2019","Tanudiredja, Wibisana, Rintis & Rekan","Lucy Luciana Suhenda, S.E., Ak., CPA",,"Tanudiredja, Wibisana, Rintis & Rekan","Lucy Luciana Suhenda, S.E., Ak., CPA",Ya / Yes,Ya / Yes
2018AuditBBHIFinancialStatement2018TahunanBBHIxlsx.xlsx,31 December 2018,,PT Bank Harda Internasional Tbk.,,BBHI,AA713,Keuangan dan Syariah / Financial and Sharia,8. Finance,81. Bank,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas tunggal / Single entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 14, 2019",Gani Sigiro & Handayani,Tagor Sidik Sigiro,,"Kanaka Puradiredja, Suhartono",Desman PL Tobing,Ya / Yes,Ya / Yes
2018AuditBBKPFinancialStatement2018TahunanBBKPxlsx.xlsx,31 December 2018,,Bank Bukopin Tbk,,BBKP,AA471,Keuangan dan Syariah / Financial and Sharia,8. Finance,81. Bank,National Corporation,Local Company - Indonesia Jurisdiction,Saham dan Obligasi / Stock and Bond,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,14380.0,Jutaan / In Million,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 29, 2019","Amir Abadi Jusuf, Aryanto, Mawar & Rekan",Saptoto Agustomo,,"Purwantono, Suherman & Surja",sinarta,Ya / Yes,Ya / Yes
2018AuditBBLDFinancialStatement2018TahunanBBLDxlsx.xlsx,31 December 2018,,Buana Finance Tbk,,BBLD,AA079,Pembiayaan / Financing,8. Finance,82. Financial Institution,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas tunggal / Single entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Jutaan / In Million,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 28, 2019",Satrio Bing Eny & Rekan,Riniek Winarsih,,Satrio Bing Eny & Rekan,Merliyana Syamsul,Ya / Yes,Ya / Yes
2018AuditBBMDFinancialStatement2018TahunanBBMDxlsx.xlsx,31 December 2018,,PT Bank Mestika Dharma Tbk.,,BBMD,AA655,Keuangan dan Syariah / Financial and Sharia,8. Finance,81. Bank,Individual WNI,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas tunggal / Single entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,14380.0,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 18, 2019","Paul Hadiwinata, Hidajat, Arsono, Retno, Palilingan & Rekan","Ary Daniel Hartanto, CPA",,"Herman, Dody Tanumihardja & Rekan","Ivan Kanel, S.E., M.Ak., M.M., Ak., BKP., CPA., CA., CPMA.",Ya / Yes,Ya / Yes
2018AuditBBNIFinancialStatement2018TahunanBBNIxlsx.xlsx,31 December 2018,,PT Bank Negara Indonesia (Persero) Tbk,,BBNI,AA265,Keuangan dan Syariah / Financial and Sharia,8. Finance,81. Bank,Indonesian Government,Local Company - Indonesia Jurisdiction,Saham dan Obligasi / Stock and Bond,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Jutaan / In Million,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"January 16, 2019","Purwantono, Sungkoro & Surja","Danil Setiadi Handaja, CPA",1 tahun,"Purwantono, Sungkoro & Surja",Yasir,Ya / Yes,Ya / Yes
2018AuditBBRMFinancialStatement2018TahunanBBRMxlsx.xlsx,31 December 2018,,Pelayaran Nasional Bina Buana Raya Tbk,,BBRM,AA634,Infrastruktur / Infrastructure,"7. Infrastructure, Utilities And Transportation",74. Transportation,National and Foreign Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Dollar Amerika / USD,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"February 28, 2019","Hertanto, Sidik & Rekan","Drs. Hertanto,M.S.Ak.,CPA.,CPMA.,CA",,"Hertanto, Sidik & Rekan","Drs. Hertanto,M.S.Ak.,CPA.,CPMA.,CA",Ya / Yes,Ya / Yes
2018AuditBBTNFinancialStatement2018TahunanBBTNxlsx.xlsx,31 December 2018,,PT Bank Tabungan Negara (Persero) Tbk,,BBTN,AA541,Keuangan dan Syariah / Financial and Sharia,8. Finance,81. Bank,Indonesian Government,Local Company - Indonesia Jurisdiction,Saham dan Obligasi / Stock and Bond,Utama / Main,Entitas tunggal / Single entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Jutaan / In Million,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 29, 2019","Purwantono, Sungkoro & Surja","Purwantono,Sungkoro,& Surja",,"Purwantono, Sungkoro dan Surja","Purwantono, Sungkoro & Surja",Ya / Yes,Ya / Yes
2018AuditBBYBFinancialStatement2018TahunanBBYBxlsx.xlsx,31 December 2018,,PT Bank Yudha Bhakti Tbk.,,BBYB,AA702,Keuangan dan Syariah / Financial and Sharia,8. Finance,81. Bank,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas tunggal / Single entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 11, 2019",Hendrawinata Hanny Erwin & Sumargo,"Iskariman Supardjo, CPA",,Hendrawinata Hanny Erwin & Sumargo,"Welly Adrianto, CPA",Ya / Yes,Ya / Yes
